Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2021,140,3332,67,3377,47,N,0,27,45,6,12,7,7,6,27,15,21,11,6,16,17,65,5,23,8,14,15,9,9,14,13,0,10
2021,146,3400,64,3268,61,N,0,24,58,6,15,10,15,10,24,11,8,6,1,12,24,60,5,22,8,10,10,24,16,11,5,3,19
2021,145,3112,74,3401,59,N,0,28,61,13,29,5,12,4,22,16,7,13,3,12,24,51,2,8,9,13,3,28,10,18,2,1,10
2021,142,3401,84,3235,82,N,1,36,83,4,19,8,12,13,23,16,7,5,11,20,26,64,16,30,14,15,10,35,20,21,3,1,12
2021,141,3210,73,3452,56,N,0,29,56,6,14,9,13,11,20,11,14,7,4,10,21,48,4,15,10,12,6,16,12,14,7,4,16
2021,139,3378,57,3450,53,N,0,22,58,5,17,8,10,10,27,7,8,4,3,11,17,55,8,25,11,12,8,24,11,11,6,4,15
2021,142,3283,64,3460,39,N,0,21,58,8,16,14,17,14,27,14,12,7,2,13,14,52,3,18,8,15,10,18,4,12,7,6,18
2021,139,3397,87,3292,62,N,0,33,63,2,12,19,24,20,35,15,20,7,7,14,23,68,10,33,6,7,4,11,12,11,7,0,17
2021,139,3452,77,3250,53,N,0,30,55,8,15,9,11,6,33,15,19,11,4,9,19,62,10,30,5,6,5,18,11,18,7,2,10
2021,140,3140,69,3353,66,N,0,20,54,9,23,20,23,13,16,14,18,7,3,18,22,47,5,12,17,23,8,21,9,19,13,2,18
2021,141,3163,83,3393,47,N,0,27,49,5,15,24,30,5,25,16,11,11,3,14,16,57,3,15,12,16,13,16,7,18,4,4,18
2021,140,3208,67,3180,53,N,0,24,58,4,12,15,20,18,25,14,17,6,6,4,24,66,3,18,2,2,14,16,13,11,10,2,17
2021,140,3235,79,3277,75,N,0,25,57,9,22,20,28,11,24,12,12,5,3,17,28,63,5,17,14,21,15,22,11,11,4,4,25
2021,146,3257,60,3332,42,N,0,26,63,4,14,4,6,11,23,10,7,6,3,7,18,56,2,18,4,5,14,23,7,14,5,6,10
2021,140,3257,74,3265,43,N,0,28,63,10,30,8,8,8,30,16,16,11,8,23,13,56,5,19,12,20,9,24,12,20,3,3,10
2021,145,3231,73,3301,70,N,0,31,65,2,14,9,17,8,27,13,9,10,2,15,28,56,9,19,5,7,0,28,15,17,1,1,16
2021,142,3257,62,3321,53,N,0,19,53,6,19,18,22,11,31,10,16,4,4,14,20,61,6,15,7,13,9,20,14,10,10,6,18
2022,140,3397,70,3125,67,H,0,29,66,3,13,9,14,14,27,19,9,3,4,14,27,73,8,31,5,10,15,21,13,8,6,2,17
2022,145,3257,76,3397,64,N,0,28,67,7,23,13,21,12,19,15,7,11,8,20,24,68,5,21,11,19,13,25,9,17,5,2,18
2022,144,3390,72,3268,66,N,0,26,57,6,21,14,21,15,30,15,18,3,10,22,23,68,3,19,17,23,10,13,8,7,12,3,23
2022,139,3390,91,3242,65,H,0,34,60,13,26,10,11,9,23,19,14,11,5,13,26,58,5,11,8,10,5,17,10,18,3,4,18
2022,137,3195,84,3439,81,N,0,30,64,15,38,9,11,2,25,19,3,7,1,18,30,60,6,17,15,20,7,28,13,10,1,1,13
2022,138,3276,74,3110,39,H,0,32,66,5,17,5,11,11,28,21,11,11,2,9,17,57,1,21,4,5,6,23,10,20,5,2,17
2022,138,3323,89,3269,78,N,0,34,59,7,17,14,19,12,23,18,13,6,3,12,29,64,7,16,13,14,8,12,15,9,10,0,17
2022,145,3276,52,3377,49,N,0,20,52,3,17,9,11,11,24,10,12,5,2,17,19,52,5,20,6,10,6,19,12,10,5,0,16
2022,151,3376,72,3257,59,N,0,27,57,6,17,12,17,8,24,19,14,11,4,11,27,63,1,8,4,7,11,18,5,15,13,2,17
2022,138,3314,79,3372,66,N,0,26,56,9,23,18,23,9,25,16,15,5,3,16,22,65,9,29,13,16,15,19,12,12,7,1,23
2022,140,3326,79,3261,64,A,0,28,58,10,22,13,16,6,33,16,19,5,4,22,25,68,2,8,12,22,12,18,8,10,13,5,14
2022,135,3224,55,3230,51,N,0,21,68,1,18,12,25,21,27,8,10,7,3,12,18,52,4,15,11,12,2,26,7,12,4,3,17
2022,137,3166,84,3160,74,N,0,29,57,8,19,18,20,7,23,15,15,3,2,11,30,68,4,19,10,13,11,20,16,8,8,4,20
2022,139,3400,78,3428,56,H,0,35,55,3,6,5,10,6,19,16,11,9,3,9,23,45,6,20,4,4,1,13,13,18,4,2,13
2022,140,3231,56,3343,55,H,0,22,43,4,12,8,11,1,27,11,16,5,5,13,21,62,5,17,8,10,10,17,8,8,5,2,15
2022,140,3323,108,3328,64,A,0,41,76,10,25,16,23,8,29,24,13,16,5,22,21,65,6,21,16,26,13,22,14,28,7,5,15
2022,144,3400,66,3326,63,N,0,26,55,2,4,12,15,10,18,9,17,12,4,12,26,61,4,12,7,7,12,18,10,17,11,5,17
2022,139,3257,68,3211,59,H,0,26,64,6,21,10,13,12,17,13,8,10,5,18,19,50,4,20,17,20,12,22,10,17,5,3,15
2022,137,3257,83,3107,51,H,0,33,63,6,16,11,16,11,21,13,10,18,4,9,20,49,4,16,7,7,4,21,9,22,7,2,14
2022,144,3166,76,3235,68,N,0,26,58,11,25,13,16,5,27,15,10,4,2,17,24,63,8,25,12,15,9,24,8,10,3,4,18
2023,137,3280,81,3166,66,N,0,26,53,11,19,18,20,4,25,18,11,5,0,18,25,67,9,34,7,8,9,18,16,10,6,1,19
2023,138,3181,89,3233,49,H,0,38,65,5,15,8,11,15,24,22,14,11,6,16,23,50,2,11,1,4,2,9,8,16,5,1,11
2023,151,3261,79,3439,72,N,0,33,70,3,13,10,16,15,19,8,7,11,2,15,23,57,9,31,17,18,13,23,8,15,7,8,15
2023,138,3326,80,3241,66,H,0,26,64,2,17,26,34,7,23,17,7,10,4,25,23,58,3,16,17,26,10,29,4,18,3,1,27
2023,145,3326,73,3163,61,N,0,23,60,5,17,22,30,9,20,13,13,13,0,15,24,53,6,23,7,15,7,25,15,24,11,4,20
2023,138,3314,61,3385,59,N,0,24,57,6,17,7,8,9,17,9,12,6,3,20,18,48,6,11,17,22,9,20,11,14,6,3,17
2023,144,3274,70,3437,65,N,0,26,57,3,10,15,17,12,29,12,17,8,0,18,23,63,2,16,17,22,13,16,13,11,10,6,14
2023,140,3397,94,3405,47,H,0,35,76,11,22,13,18,15,37,20,12,9,3,16,18,62,4,16,7,11,6,21,8,12,6,1,14
2023,139,3376,76,3378,45,H,0,30,71,3,9,13,18,19,30,13,10,7,10,7,17,58,6,14,5,5,5,19,8,12,5,7,14
2023,137,3355,62,3425,57,N,1,19,54,2,10,22,27,9,30,5,20,11,4,18,21,67,6,24,9,14,12,22,9,20,8,9,23
2023,139,3268,77,3112,64,H,0,30,56,5,13,12,15,7,18,20,18,8,5,15,28,64,2,12,6,11,12,17,11,17,12,1,16
2023,145,3268,76,3323,59,N,0,26,61,6,17,18,22,9,12,17,12,15,4,16,24,54,2,10,9,14,11,17,19,24,5,2,21
2023,146,3234,97,3257,83,N,0,29,54,16,35,23,30,5,23,20,17,11,1,19,30,70,8,22,15,18,8,23,14,14,9,0,24
2023,139,3279,54,3390,49,A,0,19,64,5,11,11,14,16,22,7,14,9,6,17,17,52,2,7,13,16,10,23,8,20,10,12,13
2023,137,3376,72,3313,40,H,0,21,54,5,17,25,41,16,33,17,12,11,11,8,16,61,4,12,4,9,11,16,6,15,10,0,24
2023,147,3376,86,3268,75,H,0,32,70,6,15,16,26,22,23,19,12,4,6,12,29,58,7,14,10,15,6,17,15,12,7,9,26
2023,137,3439,58,3151,33,H,0,23,48,5,14,7,10,6,30,9,13,5,5,9,14,49,4,18,1,5,5,17,5,12,5,2,11
2023,137,3234,95,3368,43,H,0,36,60,8,20,15,18,8,36,27,16,10,5,6,17,67,4,22,5,6,10,15,13,15,6,1,20
2023,147,3439,84,3326,74,N,0,26,54,8,26,24,28,4,24,10,12,3,4,17,26,57,7,20,15,17,4,17,11,10,6,1,25
2023,135,3357,57,3380,47,N,0,21,58,3,21,12,17,5,23,13,14,10,7,14,20,54,1,9,6,9,6,29,6,19,7,2,21
2024,138,3452,63,3343,53,N,0,21,40,3,9,18,36,7,19,6,16,11,1,20,17,51,6,21,13,21,15,16,11,17,5,0,24
2024,135,3342,49,3357,42,N,0,16,40,1,11,16,19,4,30,10,16,3,4,13,16,63,3,23,7,10,13,18,7,6,11,1,17
2024,145,3261,78,3417,69,A,0,26,57,2,5,24,31,6,29,11,13,11,5,20,25,70,7,32,12,18,15,27,16,19,6,4,25
2024,139,3124,75,3439,72,A,0,27,63,5,18,16,25,7,27,7,10,6,5,18,27,63,9,28,9,12,7,28,14,12,2,4,22
2024,147,3234,94,3261,87,H,0,32,69,13,31,17,22,3,29,16,11,6,3,15,34,88,8,24,11,17,21,28,15,13,6,6,21
2024,137,3160,86,3179,72,N,0,36,65,7,17,7,10,12,22,20,19,7,2,21,25,49,9,24,13,19,3,13,18,19,14,6,12
2024,138,3428,68,3355,54,N,0,27,57,8,27,6,8,3,26,20,11,11,4,24,16,49,3,12,19,29,7,25,9,19,5,5,15
2024,151,3376,78,3301,59,N,0,33,66,8,19,4,4,10,34,18,15,10,6,16,20,62,6,23,13,18,10,18,5,12,9,1,9
2024,137,3292,71,3257,69,N,0,20,51,8,23,23,33,8,22,9,14,6,6,15,27,68,6,19,9,10,12,23,13,14,6,2,25
2024,138,3393,74,3112,69,N,0,28,62,6,21,12,23,11,18,11,16,12,1,11,25,53,5,19,14,18,9,20,14,21,15,4,22
2024,138,3397,92,3453,63,N,0,35,60,8,20,14,19,10,27,19,14,2,2,16,25,66,6,20,7,8,8,16,10,7,6,1,21
2024,140,3231,75,3328,68,H,0,25,65,3,16,22,29,8,26,18,4,5,9,13,26,74,4,25,12,13,15,30,15,11,3,7,25
2024,136,3112,69,3120,59,N,0,22,46,5,12,20,30,4,16,13,18,13,4,21,23,58,1,7,12,19,11,18,11,21,13,5,27
2024,137,3235,93,3268,86,N,0,34,60,9,22,16,24,6,25,26,15,2,5,15,31,68,11,24,13,15,7,16,16,8,6,2,24
2024,144,3301,77,3390,67,A,0,27,63,7,17,16,19,5,26,14,7,6,2,14,28,70,5,25,6,7,11,26,24,14,4,7,22
2024,145,3163,53,3181,45,H,0,22,55,3,16,6,10,5,21,16,12,14,6,11,18,55,4,19,5,7,12,25,8,22,6,6,20
2024,138,3234,91,3221,65,H,0,31,67,10,32,19,27,15,31,21,13,11,5,16,22,68,7,34,14,20,11,23,15,13,8,3,19
2024,140,3211,77,3428,66,H,0,24,50,12,22,17,22,7,29,16,10,4,2,13,24,63,9,34,9,9,9,19,16,9,7,2,17
2024,137,3181,72,3350,61,N,0,28,65,7,20,9,9,15,21,18,11,5,4,8,24,50,10,18,3,4,2,16,15,13,5,3,10
2024,138,3166,87,3424,73,N,0,31,64,15,34,10,10,7,26,23,10,7,2,13,32,63,5,20,4,9,4,20,16,9,8,1,15
2025,136,3456,69,3219,63,A,0,23,59,7,18,16,18,14,27,11,16,5,4,15,24,62,6,20,9,12,7,20,9,12,15,2,15
2025,137,3417,84,3380,46,H,0,26,47,9,20,23,30,9,32,23,16,7,7,14,19,60,2,15,6,11,9,13,7,12,7,1,24
2025,139,3395,85,3257,70,H,0,29,46,11,18,16,20,1,25,20,14,2,5,12,24,71,8,24,14,16,15,15,13,6,10,1,18
2025,146,3417,72,3261,65,H,0,21,55,10,24,20,28,5,24,15,14,9,6,15,25,67,5,15,10,12,8,26,10,15,8,4,21
2025,138,3328,81,3195,58,H,0,31,80,8,26,11,16,19,46,23,16,3,4,17,17,72,8,41,16,18,7,26,7,5,8,2,19
2025,145,3425,67,3243,61,N,0,25,65,6,18,11,16,7,26,9,8,10,3,10,23,56,5,16,10,13,5,28,10,15,4,6,16
2025,151,3376,74,3400,57,N,0,29,57,7,11,9,12,8,22,17,13,7,5,15,22,56,4,10,9,12,8,18,10,14,6,5,17
2025,145,3395,71,3323,62,N,0,22,44,5,12,22,24,4,28,8,14,4,10,15,22,69,3,15,15,20,13,14,10,5,9,6,19
2025,139,3279,69,3124,63,A,0,25,67,2,10,17,21,14,22,10,13,6,2,17,27,59,2,15,7,11,6,23,15,19,8,5,17
2025,140,3301,83,3277,49,H,0,31,62,15,30,6,12,8,33,18,11,7,7,11,19,58,4,15,7,12,2,22,6,14,5,4,13
2025,137,3257,63,3304,58,N,0,25,67,4,19,9,15,15,18,14,13,10,3,14,23,52,8,20,4,8,8,24,19,20,5,5,16
2025,147,3400,58,3395,47,N,0,24,61,2,3,8,11,8,21,14,7,9,6,20,12,45,4,20,19,21,9,21,8,16,1,3,14
2025,138,3234,92,3293,57,N,0,41,73,8,17,2,4,10,33,28,15,8,3,17,19,62,5,30,14,19,7,23,7,13,7,4,11
2025,144,3181,47,3314,38,N,0,18,58,5,24,6,14,12,27,8,8,6,6,11,15,53,3,11,5,10,9,25,6,14,4,3,12
2025,137,3350,74,3210,49,N,0,30,60,9,23,5,6,8,27,19,9,4,2,11,20,63,4,23,5,11,13,17,14,8,6,2,14
2025,139,3417,84,3350,67,H,0,32,70,11,27,9,14,17,19,25,5,2,5,12,26,51,8,19,7,10,4,18,19,12,1,5,13
2025,137,3181,86,3250,25,H,0,31,67,11,29,13,18,14,24,17,15,13,4,13,9,46,2,15,5,6,5,18,3,26,8,4,16
2025,137,3395,73,3192,51,H,0,29,55,8,22,7,10,7,29,18,15,2,7,11,23,65,1,11,4,4,6,18,14,9,7,2,9
2025,138,3314,70,3333,49,H,0,30,67,7,20,3,4,4,26,14,4,10,2,14,19,54,4,24,7,10,7,28,10,16,1,3,9
2025,147,3163,78,3425,64,N,0,27,60,10,22,14,17,3,25,16,12,10,2,17,19,58,3,13,23,26,9,26,7,15,8,2,18
