Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2013,136,1332,68,1329,55,N,0,23,59,8,22,14,21,14,30,12,18,8,3,19,21,52,5,17,8,15,6,26,12,14,8,3,23
2013,138,1332,74,1387,57,N,0,28,53,8,11,10,16,9,29,18,18,10,4,19,20,53,3,21,14,22,6,21,11,12,10,2,15
2013,137,1279,57,1458,46,N,0,22,57,3,15,10,16,12,31,8,10,6,6,12,15,59,7,30,9,13,15,25,10,11,7,7,16
2013,134,1388,67,1292,54,N,0,21,46,8,14,17,25,8,25,9,7,3,0,15,22,52,4,12,6,7,6,22,14,9,4,3,20
2013,137,1195,78,1207,68,N,0,21,49,6,15,30,44,7,32,15,13,5,3,18,24,64,7,27,13,20,11,28,15,14,6,4,33
2013,137,1274,78,1334,49,N,0,24,52,12,22,18,21,10,31,12,11,7,4,14,18,54,9,26,4,11,10,18,9,14,2,1,16
2013,137,1314,78,1437,71,N,0,24,49,11,21,19,27,6,22,18,17,10,2,14,27,61,4,21,13,19,15,22,6,16,9,2,22
2013,138,1393,66,1143,60,N,0,18,46,4,10,26,41,14,23,7,15,10,3,16,22,56,4,21,12,19,13,21,14,17,6,2,24
2013,154,1257,82,1276,76,N,0,28,61,8,16,18,23,15,17,18,9,9,3,22,25,48,8,18,18,25,8,19,12,12,3,2,15
2013,138,1276,78,1433,53,N,0,31,60,6,20,10,11,12,29,17,12,7,0,7,23,58,3,16,4,6,7,17,6,11,9,2,14
2013,136,1257,79,1299,48,N,0,31,54,4,16,13,22,12,19,14,16,20,2,13,17,41,6,16,8,10,5,15,7,27,8,0,18
2013,136,1276,71,1355,56,N,0,28,55,9,20,6,9,8,21,12,9,6,3,8,23,52,4,19,6,8,8,21,13,12,3,0,10
2013,137,1361,70,1328,55,N,0,24,56,6,15,16,17,11,29,15,11,5,3,11,23,58,5,21,4,8,8,21,10,9,6,2,20
2013,152,1257,72,1455,68,N,0,22,49,9,25,19,29,11,22,10,9,8,3,23,22,54,6,20,18,24,14,22,13,11,5,1,20
2013,136,1277,65,1434,54,N,0,26,58,6,15,7,11,20,29,16,17,6,3,16,19,54,7,25,9,14,8,15,10,7,12,5,12
2013,137,1196,79,1322,47,N,0,29,61,7,21,14,23,16,27,13,8,10,2,12,18,50,3,16,8,11,6,20,9,15,2,3,19
2013,136,1393,81,1285,34,N,0,27,52,5,11,22,31,8,32,21,8,12,5,8,11,54,4,31,8,12,11,22,5,17,5,6,22
2013,138,1277,70,1272,48,N,0,26,52,4,16,14,22,14,35,14,18,10,7,14,19,64,5,23,5,10,11,18,8,11,7,5,18
2013,136,1266,59,1172,58,N,0,20,58,4,15,15,19,17,24,5,9,5,4,20,19,46,6,17,14,22,7,22,12,11,2,4,17
2013,143,1455,72,1247,58,N,0,30,67,5,12,7,9,17,30,12,8,4,8,13,20,56,7,18,11,16,9,20,8,9,5,2,13
2014,135,1397,78,1234,65,N,1,24,54,5,21,25,30,10,27,13,8,2,1,14,24,58,4,16,13,15,7,23,14,6,2,2,28
2014,137,1112,68,1451,59,N,0,26,47,7,14,9,16,7,24,15,12,4,12,20,16,53,7,17,20,23,13,19,7,10,8,3,17
2014,138,1196,61,1338,45,N,0,25,58,5,20,6,9,14,24,9,6,10,5,7,19,51,4,17,3,6,10,21,14,11,4,2,12
2014,154,1163,60,1246,54,N,0,22,53,6,19,10,10,8,26,8,10,9,4,17,18,46,5,16,13,24,10,23,11,13,6,5,10
2014,137,1438,70,1157,59,N,0,21,40,8,17,20,25,0,28,16,7,4,5,16,21,50,9,19,8,14,5,23,13,8,5,2,19
2014,144,1163,81,1235,76,N,0,26,50,9,19,20,22,5,26,9,9,5,4,15,32,69,6,16,6,15,17,19,14,9,4,3,17
2014,137,1314,79,1344,77,N,0,33,71,4,15,9,13,21,19,15,9,7,4,19,28,53,4,16,17,21,9,17,12,10,4,8,14
2014,138,1361,63,1295,44,N,0,19,44,7,16,18,24,8,30,8,6,4,2,16,15,47,2,11,12,17,7,20,5,6,1,2,17
2014,143,1458,69,1124,52,N,0,26,51,6,16,11,20,8,31,18,10,1,6,16,18,57,2,15,14,18,11,22,10,6,5,3,16
2014,137,1417,76,1409,59,N,0,29,63,5,16,13,15,13,23,17,10,11,5,13,21,57,7,19,10,14,12,21,14,16,2,2,18
2014,139,1397,83,1273,63,N,0,27,55,6,22,23,26,18,23,15,7,2,0,14,24,53,8,22,7,9,7,12,11,6,3,4,21
2014,137,1235,93,1300,75,N,0,35,55,9,17,14,16,10,24,21,9,5,5,14,30,65,5,16,10,12,13,11,12,6,3,5,13
2014,146,1163,60,1277,54,N,0,17,49,5,22,21,22,7,23,8,8,7,3,12,18,46,11,29,7,8,6,26,13,16,5,3,16
2014,138,1277,80,1217,73,N,0,28,57,7,21,17,22,10,24,17,11,9,1,20,22,53,6,17,23,30,8,24,8,11,4,3,17
2014,136,1196,67,1107,55,N,0,25,49,3,12,14,18,5,25,11,10,7,5,14,20,51,4,13,11,14,6,21,10,10,4,2,15
2014,137,1124,74,1304,60,N,0,17,42,2,13,38,48,9,28,9,12,7,2,16,23,54,4,21,10,16,5,20,7,11,9,7,31
2014,146,1246,75,1276,72,N,0,31,58,7,11,6,11,17,18,8,11,2,6,14,27,57,7,18,11,14,14,10,11,7,4,1,14
2014,139,1246,78,1455,76,N,0,27,50,8,18,16,22,10,22,11,11,6,3,15,27,49,10,21,12,18,4,19,14,9,6,3,21
2014,144,1277,61,1438,59,N,0,21,47,5,14,14,18,7,25,13,10,5,4,16,20,57,6,18,13,17,14,21,10,6,5,4,16
2014,134,1301,74,1462,59,N,0,29,53,4,14,12,16,6,23,16,9,4,9,14,23,55,2,14,11,16,11,20,7,13,3,0,17
2015,137,1234,83,1172,52,N,0,35,69,6,16,7,10,14,32,12,5,3,5,11,21,63,6,28,4,10,10,20,13,6,1,4,15
2015,139,1458,72,1332,65,N,0,22,51,7,23,21,29,10,22,11,6,3,3,13,26,59,8,19,5,7,10,24,13,8,3,4,20
2015,146,1181,66,1211,52,N,0,21,56,8,19,16,19,9,22,10,3,8,2,12,22,50,2,10,6,9,8,27,8,13,1,3,15
2015,136,1462,76,1279,57,N,0,26,56,10,23,14,21,8,30,17,10,6,4,14,24,73,6,27,3,5,16,22,16,8,7,4,21
2015,138,1428,75,1207,64,N,0,22,38,8,14,23,32,4,21,12,9,3,3,14,24,55,9,25,7,9,10,17,9,9,6,1,24
2015,138,1323,67,1139,64,N,1,22,51,6,20,17,22,9,31,9,13,4,8,16,21,63,4,13,18,21,13,23,8,7,8,5,15
2015,138,1314,87,1116,78,N,0,27,60,4,10,29,37,17,25,14,16,13,3,25,24,65,8,25,22,27,20,19,17,21,9,3,23
2015,139,1452,69,1268,59,N,0,24,60,7,19,14,19,14,18,11,10,15,1,20,21,44,8,19,9,13,8,24,7,23,4,7,19
2015,145,1246,68,1323,66,N,0,25,47,4,8,14,20,10,19,8,11,4,9,12,26,56,4,14,10,13,13,15,16,7,5,1,14
2015,136,1139,56,1400,48,N,0,16,48,4,13,20,28,5,23,11,5,5,4,13,17,50,6,19,8,12,12,29,7,15,4,5,22
2015,137,1458,86,1157,72,N,0,33,61,11,27,9,12,12,24,14,9,5,1,11,28,58,7,12,9,11,7,18,9,6,8,1,14
2015,136,1246,79,1214,56,N,0,28,61,3,10,20,28,13,38,15,13,7,5,18,17,59,4,16,18,23,6,25,2,11,9,3,22
2015,137,1455,81,1231,76,N,0,25,61,2,13,29,34,15,24,9,7,9,6,17,24,59,11,22,17,20,12,25,10,13,3,3,26
2015,138,1462,75,1209,67,N,0,23,34,7,13,22,25,5,18,13,14,3,2,17,26,46,6,14,9,13,4,8,17,8,8,2,22
2015,139,1257,66,1320,53,N,0,22,48,5,11,17,21,10,20,11,7,2,5,16,18,46,6,19,11,13,8,17,9,10,2,1,20
2015,139,1181,68,1361,49,N,0,30,55,6,14,2,2,5,28,16,9,7,6,12,19,58,2,13,9,11,13,20,5,11,6,5,8
2015,145,1458,85,1112,78,N,0,25,45,12,18,23,31,4,17,11,9,5,1,21,24,43,2,6,28,30,3,19,8,10,5,1,22
2015,136,1326,75,1433,72,N,1,28,57,6,15,13,22,8,24,16,11,5,7,17,24,63,10,26,14,19,13,24,14,11,4,2,17
2015,136,1412,60,1235,59,N,0,24,69,3,18,9,11,19,33,9,13,7,5,10,24,65,6,23,5,7,9,28,12,11,9,9,15
2015,139,1211,87,1234,68,N,0,32,52,10,16,13,21,7,27,20,11,4,2,11,28,60,5,15,7,10,7,15,10,11,4,3,17
2016,138,1242,73,1163,61,N,0,25,51,6,17,17,22,8,36,14,13,3,7,13,21,62,10,22,9,11,5,19,11,6,7,4,19
2016,138,1181,71,1463,64,N,0,23,50,11,23,14,16,5,23,12,10,6,7,18,25,65,4,23,10,13,20,22,13,11,5,5,16
2016,137,1401,92,1453,65,N,0,32,57,7,19,21,28,12,33,17,20,13,1,19,21,56,9,27,14,23,7,18,14,18,14,5,23
2016,139,1332,69,1386,64,N,0,21,53,6,24,21,25,7,28,6,11,2,7,19,22,57,4,15,16,20,9,28,7,12,5,0,20
2016,137,1328,82,1167,68,N,0,28,56,11,20,15,25,10,21,15,10,7,7,15,26,58,5,18,11,14,13,22,15,14,6,3,22
2016,144,1393,63,1211,60,N,0,22,61,5,15,14,16,15,18,9,9,9,10,12,24,55,8,21,4,5,12,25,18,17,4,8,14
2016,144,1438,84,1235,71,N,0,32,57,4,11,16,24,7,26,26,8,8,5,13,27,52,7,18,10,15,2,22,16,12,6,2,19
2016,136,1163,74,1160,67,N,0,23,58,6,17,22,23,11,25,8,10,8,8,26,23,51,2,10,19,30,9,24,8,12,5,3,22
2016,137,1462,71,1451,53,N,0,30,62,7,14,4,4,13,30,14,13,4,2,16,22,57,4,21,5,11,9,18,9,11,8,2,14
2016,137,1458,47,1338,43,N,0,17,53,4,19,9,15,12,25,6,6,6,2,11,18,48,3,11,4,7,7,29,6,10,3,3,19
2016,136,1274,79,1138,72,N,0,24,54,5,15,26,34,11,33,9,14,5,6,18,23,59,10,26,16,22,8,23,8,10,4,1,26
2016,138,1231,73,1246,67,N,0,25,52,6,21,17,23,6,24,13,13,5,4,22,24,57,4,16,15,19,10,24,8,16,6,2,24
2016,146,1393,68,1438,62,N,0,21,57,6,18,20,25,12,24,10,8,11,7,15,22,53,8,21,10,12,8,26,21,13,3,8,16
2016,139,1328,85,1433,81,N,0,29,60,8,26,19,25,11,26,10,12,5,5,18,30,66,11,31,10,16,13,24,16,13,7,1,23
2016,136,1242,105,1122,79,N,0,39,70,6,16,21,27,14,27,23,10,8,9,27,25,61,4,15,25,37,15,22,6,12,8,0,23
2016,136,1211,68,1371,52,N,0,24,56,6,17,14,21,12,36,12,20,7,2,19,20,62,4,21,8,21,13,21,8,12,11,1,21
2016,137,1234,72,1396,70,N,1,24,69,7,28,17,22,13,25,13,3,6,3,15,30,66,4,18,6,9,13,36,12,12,2,3,21
2016,134,1195,96,1192,65,N,0,34,57,8,23,20,34,10,42,27,18,6,4,18,23,70,8,23,11,18,9,24,16,9,9,1,26
2016,138,1314,85,1344,66,N,0,31,59,4,14,19,21,13,29,12,15,5,4,19,23,57,6,23,14,23,9,15,8,11,5,1,20
2016,139,1393,75,1292,50,N,0,27,49,8,20,13,22,8,29,14,10,6,11,9,19,64,8,24,4,8,18,17,8,10,4,2,15
2017,138,1458,65,1437,62,N,0,26,49,6,18,7,16,12,22,10,14,4,5,19,21,51,5,16,15,21,11,19,5,8,8,1,16
2017,136,1292,81,1278,72,N,0,28,58,7,13,18,27,11,26,19,8,4,3,20,24,52,6,21,18,21,4,20,15,8,5,3,22
2017,137,1332,93,1233,77,N,0,35,63,9,23,14,21,15,26,11,12,8,2,14,28,64,10,26,11,16,12,15,10,10,4,7,17
2017,139,1276,73,1257,69,N,0,28,57,6,17,11,14,9,21,11,6,4,4,15,28,61,5,20,8,12,15,22,12,11,4,5,18
2017,139,1242,90,1277,70,N,0,34,64,8,20,14,15,8,28,12,7,9,3,16,25,57,8,23,12,17,5,23,13,10,3,1,14
2017,152,1314,77,1332,76,N,0,25,68,8,21,19,27,17,26,16,11,7,3,22,22,58,7,26,25,28,12,31,7,16,5,7,20
2017,136,1437,76,1291,56,N,0,31,60,6,17,8,11,14,29,14,13,5,3,17,21,57,5,21,9,12,10,17,10,9,5,5,15
2017,136,1112,100,1315,82,N,0,36,62,4,11,24,28,7,33,14,7,3,3,18,32,69,10,22,8,16,9,22,18,6,6,2,23
2017,137,1116,77,1371,71,N,0,28,60,3,7,18,23,8,24,13,10,12,7,20,26,68,6,17,13,21,21,25,10,15,6,4,18
2017,137,1376,93,1266,73,N,0,36,68,8,24,13,19,13,23,17,9,11,2,13,25,54,11,28,12,14,6,22,12,18,3,3,20
2017,152,1211,77,1376,73,N,0,29,60,9,19,10,13,10,31,15,12,3,8,21,25,66,7,20,16,22,13,23,12,5,7,6,14
2017,137,1348,84,1166,72,N,0,26,58,4,21,28,31,8,30,11,8,8,3,16,26,65,7,23,13,19,11,26,11,11,2,3,20
2017,146,1376,77,1196,70,N,0,26,53,2,10,23,31,11,23,7,11,4,2,17,25,60,7,26,13,14,13,18,11,16,7,5,21
2017,146,1314,75,1246,73,N,0,27,58,3,15,18,26,13,31,17,16,7,9,18,27,65,7,19,12,19,11,23,16,9,7,2,19
2017,136,1139,76,1457,64,N,0,24,49,8,19,20,30,5,37,15,12,4,6,15,25,62,9,25,5,10,3,24,12,9,6,1,22
2017,136,1458,84,1439,74,N,0,26,60,13,31,19,25,17,20,19,8,4,3,22,23,49,7,17,21,26,6,19,14,10,3,2,18
2017,139,1332,75,1348,72,N,0,25,52,7,16,18,27,15,20,11,14,8,2,14,30,59,6,22,6,8,9,19,11,11,8,2,21
2017,138,1196,65,1438,39,N,0,23,50,8,21,11,18,7,29,10,10,6,1,10,16,54,1,15,6,7,9,23,8,11,4,3,17
2017,138,1452,83,1323,71,N,0,27,54,8,14,21,26,10,24,16,12,6,5,18,22,54,10,28,17,17,8,20,12,14,6,3,21
2017,137,1257,78,1240,63,N,0,31,64,5,15,11,14,16,20,14,6,7,5,12,23,46,10,19,7,8,4,19,14,14,1,8,14
2018,139,1155,84,1120,53,N,0,29,61,10,26,16,23,9,41,19,7,4,6,16,17,66,7,32,12,15,7,25,9,6,4,3,19
2018,136,1397,73,1460,47,N,0,27,60,5,18,14,16,13,31,13,12,6,6,17,19,60,4,21,5,9,11,21,9,13,5,2,17
2018,139,1401,86,1314,65,N,0,31,60,10,24,14,21,7,43,17,14,5,8,13,26,78,6,31,7,7,9,27,17,6,7,0,20
2018,138,1437,81,1104,58,N,0,25,63,17,41,14,16,13,22,18,10,6,5,21,20,48,4,16,14,23,9,24,13,15,7,3,13
2018,136,1181,89,1233,67,N,0,36,67,13,30,4,8,14,25,24,12,5,2,12,26,60,5,24,10,14,10,19,16,10,5,2,16
2018,137,1420,74,1438,54,N,0,26,48,12,24,10,14,4,29,16,12,2,0,13,23,56,4,22,4,8,5,17,5,7,8,1,16
2018,144,1242,80,1155,76,N,0,28,60,10,22,14,22,12,26,14,13,4,5,22,28,65,6,20,14,19,14,25,11,12,6,4,18
2018,136,1348,83,1328,78,N,1,30,77,11,28,12,20,15,26,16,6,4,5,17,29,69,4,20,16,24,17,37,12,14,4,5,18
2018,139,1393,55,1277,53,N,0,15,42,1,8,24,31,7,23,3,12,5,6,20,17,66,8,37,11,16,29,22,11,14,4,2,22
2018,137,1153,68,1209,53,N,0,24,62,9,30,11,14,20,26,14,8,7,3,10,21,53,8,27,3,3,6,20,3,9,6,5,15
2018,137,1393,57,1395,52,N,0,21,57,3,14,12,15,12,25,8,7,6,5,18,19,48,3,17,11,17,8,26,14,13,3,4,16
2018,137,1452,85,1293,68,N,0,32,62,4,11,17,24,14,19,18,8,9,4,23,21,51,7,23,19,23,14,22,12,16,5,6,23
2018,137,1199,67,1281,54,N,0,21,49,7,15,18,31,5,30,18,11,9,6,18,16,49,8,24,14,21,6,30,8,16,5,4,21
2018,136,1276,61,1285,47,N,0,21,47,5,16,14,22,5,31,11,14,4,3,14,18,56,3,15,8,11,8,25,7,12,7,2,21
2018,136,1222,67,1361,65,N,0,22,59,5,13,18,24,7,32,5,7,3,1,25,20,54,4,16,21,35,11,33,11,12,4,5,19
2018,145,1276,58,1199,54,N,0,19,49,4,22,16,24,9,25,8,11,6,4,16,16,51,4,17,18,20,10,26,6,15,6,7,23
2018,152,1276,69,1260,57,N,0,25,59,7,28,12,18,11,25,8,11,10,2,11,22,51,1,10,12,14,6,26,6,17,5,1,17
2018,137,1267,81,1455,75,N,0,28,60,9,23,16,22,7,23,11,9,12,4,15,27,65,8,29,13,17,16,28,17,15,4,1,18
2018,136,1371,94,1301,83,N,0,28,58,7,21,31,39,11,29,12,7,6,2,23,28,61,11,30,16,27,11,23,14,10,4,0,30
2018,134,1347,71,1254,61,N,0,28,59,6,17,9,13,8,30,17,15,6,2,23,19,50,7,26,16,23,6,26,13,15,3,0,19
2019,144,1181,75,1439,73,N,0,31,56,6,20,7,10,8,22,22,11,6,6,15,25,62,9,26,14,18,17,19,19,11,4,3,15
2019,146,1277,68,1181,67,N,0,30,70,6,19,2,6,11,20,18,7,11,3,11,26,57,7,21,8,13,13,29,14,17,4,9,9
2019,143,1403,63,1276,44,N,0,24,55,6,19,9,10,6,25,12,8,8,4,17,16,49,1,19,11,17,9,26,9,14,5,2,13
2019,137,1251,80,1280,76,N,0,24,52,12,25,20,25,7,21,16,10,4,1,15,25,52,8,22,18,23,8,24,11,12,7,8,22
2019,144,1277,80,1261,63,N,0,31,66,13,32,5,8,15,26,22,7,4,6,10,24,61,6,21,9,14,14,20,8,9,4,0,10
2019,146,1120,77,1246,71,N,1,26,65,7,23,18,24,12,25,8,9,10,7,21,27,61,5,21,12,21,11,30,14,14,5,5,19
2019,143,1211,72,1199,58,N,0,25,62,7,19,15,20,13,32,11,14,6,6,16,24,61,3,20,7,11,7,29,10,14,9,6,20
2019,137,1222,84,1209,55,N,0,33,64,8,29,10,13,13,38,22,11,3,5,14,18,60,6,23,13,17,7,20,5,7,6,1,11
2019,139,1314,81,1449,59,N,0,32,63,9,21,8,10,15,33,18,15,5,1,13,23,60,9,29,4,10,8,16,8,12,7,6,10
2019,138,1276,64,1196,49,N,0,24,57,7,21,9,12,11,31,13,10,5,3,10,19,55,9,26,2,2,5,24,11,9,5,0,13
2019,137,1328,95,1279,72,N,0,34,59,6,13,21,26,6,25,15,4,10,2,13,29,62,11,31,3,4,8,22,16,11,1,2,24
2019,138,1211,83,1124,71,N,0,31,57,7,20,14,21,13,26,19,11,6,7,21,25,60,4,21,17,22,12,15,10,10,6,3,20
2019,136,1124,78,1393,69,N,0,28,52,16,34,6,9,9,22,20,12,7,4,17,21,51,12,29,15,18,11,17,12,13,5,4,14
2019,143,1345,99,1397,94,N,1,34,63,15,31,16,33,11,32,16,8,4,5,23,34,68,12,24,14,28,11,27,16,7,5,5,26
2019,137,1414,70,1243,64,N,0,22,50,9,23,17,19,8,25,10,14,9,1,13,22,59,8,27,12,15,13,21,10,13,5,1,18
2019,136,1278,86,1257,76,N,0,29,58,11,27,17,26,11,24,10,5,2,3,15,26,59,9,26,15,17,9,26,16,5,2,0,22
2019,137,1314,88,1233,73,N,0,35,75,7,22,11,15,20,32,16,12,3,0,16,22,55,15,41,14,15,2,24,11,12,6,1,14
2019,145,1438,80,1345,75,N,1,27,65,9,27,17,20,17,22,14,5,6,4,14,27,55,14,32,7,10,8,23,9,9,1,5,17
2019,136,1196,70,1305,61,N,0,24,53,5,18,17,22,10,21,10,11,8,5,19,19,55,5,24,18,25,19,21,4,14,7,5,21
2019,139,1403,78,1138,58,N,0,27,56,5,16,19,25,15,30,11,14,8,3,18,19,52,9,27,11,22,13,19,11,16,7,1,22
2021,137,1437,73,1457,63,N,0,23,52,8,25,19,26,6,25,11,6,3,8,21,21,58,7,22,14,19,9,25,13,10,0,0,23
2021,138,1242,93,1186,84,N,0,34,71,12,30,13,16,9,23,20,5,7,3,16,29,58,10,26,16,18,3,26,18,12,2,4,17
2021,137,1458,85,1314,62,N,0,31,61,13,27,10,12,7,27,15,6,5,8,11,25,65,5,13,7,10,10,20,10,10,2,5,14
2021,152,1124,78,1222,59,N,0,29,55,11,24,9,13,11,17,23,8,6,0,18,21,55,6,19,11,16,13,12,10,10,4,5,10
2021,137,1228,78,1180,49,N,0,36,63,2,6,4,8,5,33,19,5,5,3,11,19,62,7,20,4,4,6,23,10,9,2,3,10
2021,136,1179,53,1455,52,N,0,20,53,7,19,6,10,5,27,13,11,4,5,16,19,56,3,18,11,22,10,23,7,8,7,7,13
2021,138,1417,73,1140,62,N,0,28,58,8,19,9,16,8,20,10,3,3,3,18,25,51,3,17,9,16,8,24,5,10,1,2,18
2021,138,1211,98,1313,55,N,0,34,61,14,27,16,18,9,33,27,11,8,3,15,19,62,7,21,10,16,4,17,10,9,7,0,14
2021,137,1403,65,1429,53,N,0,26,62,7,18,6,8,6,20,15,7,8,3,14,22,50,4,19,5,10,8,26,13,22,3,9,13
2021,148,1417,51,1276,49,N,0,21,54,3,13,6,7,6,21,12,8,5,2,14,20,51,3,11,6,11,8,24,12,14,5,3,11
2021,137,1393,78,1361,62,N,0,26,47,15,27,11,13,4,24,14,12,0,8,15,24,67,11,40,3,7,12,18,16,4,6,1,14
2021,138,1199,64,1422,54,N,0,25,48,0,9,14,20,5,30,15,13,3,6,15,19,60,7,27,9,13,7,19,14,8,7,1,18
2021,152,1211,93,1417,90,N,1,37,63,7,21,12,20,4,19,26,10,8,3,16,34,59,8,17,14,21,7,24,21,9,4,1,16
2021,138,1425,72,1179,56,N,0,29,58,6,18,8,15,9,26,20,8,3,7,10,20,68,7,23,9,11,12,19,11,7,5,1,17
2021,140,1276,86,1261,78,N,0,28,52,10,25,20,25,5,29,22,11,1,4,17,27,69,6,21,18,23,7,18,8,3,5,5,20
2021,137,1333,70,1397,56,N,0,27,56,10,21,6,10,10,30,20,14,5,6,13,21,63,5,26,9,12,13,20,10,10,8,2,16
2021,147,1124,81,1116,72,N,0,30,62,8,15,13,17,10,16,17,8,9,5,21,26,54,3,11,17,23,10,21,13,15,5,5,18
2021,145,1124,62,1437,51,N,0,26,59,3,19,7,10,11,16,9,5,8,5,12,20,46,3,17,8,11,9,21,8,15,1,6,14
2021,137,1317,78,1345,69,N,1,28,59,9,21,13,15,6,22,14,5,4,3,18,25,69,9,30,10,14,18,19,13,11,2,6,18
2021,138,1101,53,1400,52,N,0,20,67,3,18,10,12,13,17,9,9,11,0,15,18,40,7,20,9,11,5,25,15,22,6,9,16
2022,136,1350,67,1234,63,N,0,24,57,5,17,14,16,6,25,14,11,4,3,14,24,66,6,29,9,12,10,25,14,9,5,3,18
2022,135,1323,89,1353,87,N,2,37,72,6,19,9,16,7,22,17,5,6,2,8,36,71,11,27,4,6,13,28,22,13,1,6,15
2022,144,1314,73,1417,66,N,0,27,66,10,31,9,12,13,26,11,8,2,1,9,28,62,5,14,5,8,5,22,11,6,7,4,11
2022,136,1308,70,1163,63,N,0,23,50,11,17,13,13,7,14,12,7,4,1,16,22,51,7,23,12,13,4,15,15,8,5,4,17
2022,136,1211,93,1209,72,N,0,36,71,5,18,16,30,16,37,23,7,5,9,18,23,70,6,16,20,25,12,24,12,7,5,5,25
2022,138,1389,70,1293,60,N,0,22,53,3,13,23,31,10,25,14,9,5,7,22,18,52,8,24,16,25,11,16,13,11,8,7,24
2022,138,1417,72,1388,56,N,0,26,46,4,9,16,19,4,20,14,5,3,0,12,20,49,7,21,9,12,8,16,12,8,3,1,16
2022,135,1460,93,1136,82,N,0,29,61,9,21,26,32,12,29,19,15,6,4,20,31,71,4,24,16,23,10,22,7,13,11,5,24
2022,152,1242,81,1437,65,N,0,29,54,13,24,10,13,10,25,18,7,4,4,8,22,57,13,31,8,10,12,17,12,9,3,0,11
2022,139,1235,54,1458,49,N,0,20,58,3,14,11,16,7,25,12,13,9,3,25,14,47,2,22,19,25,6,27,7,16,6,7,18
2022,137,1222,82,1412,68,N,0,32,60,10,21,8,15,10,22,19,7,6,3,12,26,56,5,19,11,14,7,23,12,12,6,1,14
2022,154,1242,72,1314,69,N,0,29,66,6,17,8,14,7,27,11,9,6,5,16,23,73,5,23,18,22,20,29,9,13,2,6,13
2022,144,1389,67,1345,64,N,0,21,54,6,21,19,21,6,14,9,8,9,4,19,23,54,5,21,13,15,10,26,11,14,2,2,18
2022,139,1222,68,1228,53,N,0,25,59,6,22,12,17,15,23,10,8,8,6,16,17,50,6,25,13,16,6,21,11,15,6,2,15
2022,138,1242,79,1166,72,N,0,27,66,6,16,19,20,13,33,14,7,5,7,21,21,59,12,28,18,21,6,22,18,8,6,3,16
2022,138,1344,79,1350,51,N,0,28,54,12,22,11,14,5,30,18,6,4,3,15,21,53,1,22,8,21,5,19,9,6,2,4,13
2022,145,1181,78,1116,69,N,0,29,53,4,10,16,18,6,21,8,14,7,5,15,26,62,6,20,11,11,8,17,12,11,6,5,15
2022,137,1277,74,1172,73,N,0,28,59,7,26,11,15,9,24,13,7,4,4,14,28,59,10,25,7,12,6,23,14,7,3,3,18
2022,139,1112,85,1395,80,N,1,31,68,5,27,18,25,14,28,16,16,10,4,21,26,74,6,26,22,30,18,25,13,14,11,3,22
2022,136,1124,85,1313,49,N,0,31,54,11,27,12,21,11,22,24,10,6,3,14,18,57,5,22,8,10,13,11,7,12,6,1,17
2023,137,1194,66,1272,65,N,0,25,65,8,28,8,11,16,20,12,8,2,2,13,25,58,6,22,9,12,11,22,11,8,6,3,12
2023,136,1242,96,1224,68,N,0,38,73,9,22,11,13,14,23,22,12,13,7,11,26,67,10,32,6,10,10,21,18,18,8,1,14
2023,137,1395,72,1113,70,N,0,22,62,8,23,20,27,12,22,14,5,6,4,20,25,52,8,17,12,18,4,26,10,11,3,7,21
2023,136,1361,63,1158,57,N,0,24,56,4,16,11,18,6,31,13,14,4,7,18,18,56,5,24,16,19,8,23,9,10,9,2,18
2023,138,1222,81,1120,64,N,0,25,60,7,22,24,29,10,25,11,6,4,12,25,20,53,5,16,19,36,7,18,11,8,1,3,22
2023,137,1274,63,1179,56,N,0,17,56,6,18,23,29,6,31,6,8,7,1,11,22,55,7,24,5,8,2,31,15,10,4,3,19
2023,136,1202,68,1438,67,N,0,22,56,10,28,14,19,5,22,12,9,4,3,17,24,54,2,12,17,22,8,27,13,8,4,7,13
2023,136,1116,73,1228,63,N,0,24,63,3,11,22,29,10,29,4,11,12,4,19,20,52,6,22,17,26,2,27,10,16,10,5,19
2023,152,1361,72,1194,71,N,0,25,57,9,18,13,22,12,23,8,8,3,2,17,23,52,9,22,16,21,7,24,6,9,6,2,17
2023,137,1192,63,1345,58,N,0,24,62,7,23,8,10,9,19,11,8,11,3,19,19,53,5,26,15,19,11,25,15,16,3,6,13
2023,138,1361,75,1202,52,N,0,29,58,6,20,11,14,8,29,17,10,5,6,18,16,50,6,26,14,18,4,13,7,9,3,3,17
2023,139,1194,78,1192,70,N,0,29,71,9,31,11,18,13,30,18,7,8,5,12,27,71,9,31,7,10,12,29,12,11,3,3,15
2023,136,1268,67,1452,65,N,0,23,45,6,18,15,22,8,17,12,13,7,5,19,22,56,8,19,13,16,9,17,7,10,6,2,24
2023,137,1124,74,1364,56,N,0,28,51,8,22,10,16,7,19,14,9,5,1,13,23,49,4,16,6,9,3,19,12,12,3,1,15
